mva_cut value,signal count,error,zll count,unweighted count,error,mc weight,error,combined error,formatted error, enu count,unweighted count, error, mc weight,error,combined error,formatted error,munu count,unweighted count,error, mc weight,error,combined error,formatted error,taunu count,unweighted count, error,mc weight,error,combined error,formatted error,top count,error,mc weight,error,combined error,formatted error,VV count, error, mc weight, error,combined error,formatted error,znunu count,unweighted count,error,mc weight,error,combined error,formatted error,qcd count,error, mc weight, error,combined error,formatted error
0.34,450.058,0,1.82405,7.613246017,2.759211122,0.239589,0.0583069,0.796287488,1.436549156,87.8564,161.6618028,12.71462948,0.543458,0.147426,24.81462154,1.282445235,68.4389,220.9709446,14.86509148,0.309719,0.0199719,6.377558053,1.093186157,146.341,162.6649119,12.75401552,0.899647,0.806384,131.6712742,1.899756556,0.434254,0.658979514,1,0,0.658979514,2.517497856,2.66893,1.633686016,1,0,1.633686016,1.612112725,47.8219,326.4449496,6.915338025,0.146493,0.329492,107.5657699,3.249299377,4.77756,2.185763025,1,0,2.185763025,1.457506138
0.35,430.513,0,1.60938,6.860365487,2.619229942,0.234591,0.0611064,0.743831274,1.462184987,87.6676,146.5038319,12.10387673,0.598398,0.164628,25.18270372,1.287252117,61.1071,201.3559467,14.1899946,0.303478,0.0206861,5.991170872,1.098043777,174.728,152.9173923,12.36597721,1.14263,1.05771,162.3582659,1.929205771,0.434254,0.658979514,1,0,0.658979514,2.517497856,2.64416,1.626087329,1,0,1.626087329,1.614973121,38.2255,301.2372434,6.182677414,0.126895,0.345312,104.0237936,3.72131937,3.62216,1.90319731,1,0,1.90319731,1.525431596
0.36,410.174,0,1.33117,5.80751696,2.409879034,0.229215,0.0614438,0.657613867,1.494011935,91.5294,129.1821094,11.36583079,0.70853,0.190847,25.93591971,1.283361627,54.431,185.37843,13.61537477,0.293621,0.0211116,5.594517461,1.102781824,180.642,144.6895425,12.02869662,1.24848,1.1518,167.3286845,1.9263,0.434254,0.658979514,1,0,0.658979514,2.517497856,0.728749,0.853667968,1,0,0.853667968,2.171415629,33.9708,283.2339773,5.828447478,0.119939,0.347219,98.34670287,3.89503641,3.62216,1.90319731,1,0,1.90319731,1.525431596
0.37,392.116,0,1.10749,5.255617511,2.292513361,0.210725,0.062308,0.583618434,1.526973999,91.4293,122.2393653,11.05619127,0.747953,0.217553,27.84961801,1.30460277,50.859,173.5499964,13.17383757,0.293051,0.0221949,5.453586489,1.107229527,87.7938,129.0971385,11.36209217,0.68006,0.851226,110.162162,2.254782935,0.434254,0.658979514,1,0,0.658979514,2.517497856,0.418702,0.647071866,1,0,0.647071866,2.545423395,25.6885,259.2870351,5.068382385,0.0990736,0.352102,91.29686456,4.553997492,3.0724,1.752826289,1,0,1.752826289,1.57050719
0.38,368.833,0,0.920051,4.969031687,2.229132496,0.185157,0.0583464,0.50439117,1.548220882,69.8303,114.9157842,10.71987799,0.607665,0.194374,23.26712153,1.333195211,45.2415,160.3847831,12.66431139,0.282081,0.0224449,5.071535724,1.112099195,39.3417,116.8446188,10.80946894,0.336701,0.685995,80.23741176,3.039500371,0.434254,0.658979514,1,0,0.658979514,2.517497856,0.418702,0.647071866,1,0,0.647071866,2.545423395,20.808,242.1483333,4.561578674,0.0859308,0.329715,79.84089994,4.837029024,1.77147,1.330965815,1,0,1.330965815,1.7513340980.347660078
0.39,352.439,0,0.863623,4.644233044,2.15504827,0.185956,0.0613659,0.491751438,1.569405213,81.1377,106.1203376,10.3014726,0.764582,0.231184,25.76665322,1.317566966,42.9503,143.0094029,11.95865389,0.300332,0.0246661,5.034132946,1.11720833,65.92613763,108.9677513,10.43876196,0.605005948,0.624895482,68.38570302,2.037307895,0.434254,0.658979514,1,0,0.658979514,2.517497856,0.39556,0.628935609,1,0,0.628935609,2.589987888,17.2606,218.5563877,4.154587826,0.0789755,0.346779,75.7914758,5.391010498,1.29706,1.13888542,1,0,1.13888542,1.878051455
0.4,334.364,0,0.774622,4.037749225,2.009415145,0.191845,0.0661709,0.469034446,1.605501065,78.803,101.5235685,10.07589046,0.776204,0.241846,25.76859327,1.327000156,40.1693,129.0455538,11.35982191,0.31128,0.0270343,4.967355624,1.123660498,60.87878723,102.5121966,10.12483069,0.593868723,0.632213655,65.08793763,2.069139853,0.434254,0.658979514,1,0,0.658979514,2.517497856,0.261107,0.510986301,1,0,0.510986301,2.956999625,14.9349,206.1666821,3.864569834,0.0724409,0.373932,77.09282807,6.161924624,1.29706,1.13888542,1,0,1.13888542,1.878051455
0.41,314.853,0,0.659328,3.675839615,1.917247927,0.179368,0.0651665,0.419097273,1.635643068,64.327,91.07976966,9.543572165,0.706271,0.23481,22.42347299,1.34858571,40.3871,123.5139946,11.11368501,0.326984,0.0292562,5.124810244,1.126892256,56.19036219,96.39190652,9.817937997,0.582936516,0.639338669,61.89225771,2.101474618,0.434254,0.658979514,1,0,0.658979514,2.517497856,0.238301,0.488160834,1,0,0.488160834,3.048505185,11.9605,182.6432071,3.458395582,0.0654856,0.368256,67.25983815,6.623497191,0.98354,0.991735852,1,0,0.991735852,2.008333013
0.42,293.571,0,0.692385,3.67584054,1.917248169,0.188361,0.0685973,0.440453554,1.636139654,61.8479,84.02573707,9.166555355,0.736059,0.261908,23.01808666,1.372172485,39.2103,106.7071793,10.32991672,0.367457,0.0320921,5.112241013,1.130380054,49.60891029,86.69770826,9.311160414,0.572205555,0.646274259,56.28324,2.13453893,0.434254,0.658979514,1,0,0.658979514,2.517497856,0.194116,0.440585973,1,0,0.440585973,3.269704576,10.8179,165.1950963,3.289057616,0.0654856,0.387643,64.03708495,6.919548614,0.98354,0.991735852,1,0,0.991735852,2.008333013
0.43,277.14,0,0.678287,3.449946086,1.857403049,0.196608,0.0752296,0.448014126,1.660508201,54.5638,74.36526119,8.623529509,0.733727,0.27101,21.12362998,1.387136343,36.2856,96.30498596,9.813510379,0.376778,0.03444,4.96713244,1.136889908,46.04962152,81.98665857,9.054648451,0.561672135,0.653024094,53.78027071,2.167876498,0.434254,0.658979514,1,0,0.658979514,2.517497856,0.194116,0.440585973,1,0,0.440585973,3.269704576,9.19849,155.4473817,3.032901251,0.0591743,0.425123,66.08450096,8.184277089,0.98354,0.991735852,1,0,0.991735852,2.008333013
0.44,261.364,0,0.651788,3.189457665,1.785905279,0.204357,0.0783555,0.442327055,1.678636389,44.6429,66.63984726,8.163323298,0.669913,0.26354,18.3940214,1.412025684,33.7496,89.97997755,9.485777646,0.375079,0.0359365,4.807776183,1.142454316,41.6906323,75.61793181,8.695857164,0.551332618,0.659591774,50.106857,2.20187328,0.434254,0.658979514,1,0,0.658979514,2.517497856,0.158715,0.398390512,1,0,0.398390512,3.51009994,8.51036,143.8185158,2.917252132,0.0591743,0.442787,63.68120314,8.482786056,0.98354,0.991735852,1,0,0.991735852,2.008333013
0.45,248.732,0,0.624488,2.874129575,1.695325802,0.217279,0.0835939,0.43978728,1.704236559,39.0644,57.86409838,7.606845495,0.675106,0.279243,16.95459354,1.434016484,30.2196,83.76927939,9.152555894,0.360748,0.0371203,4.535515862,1.150085238,37.16702657,68.67731738,8.28717789,0.541183436,0.665980831,45.95713671,2.236502915,0,0,1,0,0,0,0.158715,0.398390512,1,0,0.398390512,3.51009994,7.3428,124.0876529,2.709760137,0.0591743,0.472389,58.61786159,8.983039384,0.98354,0.991735852,1,0,0.991735852,2.008333013
0.46,237.298,0,0.513056,2.627095558,1.620831749,0.195294,0.0800108,0.379972531,1.740606349,30.1416,53.69426888,7.327637333,0.561356,0.251428,14.11299824,1.468223261,25.8851,75.27867689,8.676328538,0.343857,0.0371434,4.088885133,1.157962887,33.11680104,62.34090102,7.895625436,0.531221084,0.672194733,42.11460855,2.271699175,0,0,1,0,0,0,0.158715,0.398390512,1,0,0.398390512,3.51009994,5.66957,108.5729332,2.381085887,0.052219,0.452141,49.09043206,9.658581174,0.807766,0.898758032,1,0,0.898758032,2.112646524
0.47,222.572,0,0.452617,2.627095329,1.620831678,0.172288,0.0759636,0.343228955,1.758320954,21.8807,49.48279917,7.034401124,0.442188,0.220993,11.36913856,1.519596656,24.0999,67.17573636,8.196080549,0.358759,0.0394964,3.960495544,1.164336597,29.02830739,55.66927955,7.461184862,0.521442124,0.678236884,37.956877,2.307581475,0,0,1,0,0,0,0.158715,0.398390512,1,0,0.398390512,3.51009994,4.4228,97.71185299,2.103045411,0.0452637,0.42927,41.94487515,10.48378293,0.807766,0.898758032,1,0,0.898758032,2.112646524
0.48,209.394,0,0.468576,2.627091942,1.620830633,0.178363,0.0787669,0.355521831,1.758728212,16.113,44.77101846,6.691114889,0.359898,0.212566,9.816743272,1.609243671,20.6426,61.48791545,7.84142305,0.335718,0.039992,3.602345754,1.174510273,25.73340235,50.27595045,7.090553606,0.51184318,0.684110622,34.58525909,2.343983147,0,0,1,0,0,0,0.158715,0.398390512,1,0,0.398390512,3.51009994,3.99355,88.22853633,1.998386849,0.0452637,0.445111,39.27159621,10.83375598,0.807766,0.898758032,1,0,0.898758032,2.112646524
0.49,192.061,0,0.588338,2.627095334,1.62083168,0.22395,0.100066,0.448180461,1.761773778,17.2211,42.45184415,6.515507973,0.405662,0.243533,10.67094075,1.619643388,19.9924,57.90417271,7.609479135,0.345267,0.0422645,3.590535999,1.179595046,23.73371287,47.23870185,6.873041674,0.502420937,0.689819226,32.76861986,2.380678196,0,0,1,0,0,0,0.125725,0.354577213,1,0,0.354577213,3.820260195,3.49533,77.22148211,1.869580167,0.0452637,0.565471,43.66659071,13.49283779,0.807766,0.898758032,1,0,0.898758032,2.112646524
0.5,180.642,0,0.705758,2.627092903,1.62083093,0.268646,0.121393,0.539725014,1.76474516,19.5389,41.28776913,6.425555939,0.473237,0.290751,12.38360183,1.63379217,18.7832,56.04583159,7.486376399,0.33514,0.042641,3.465023251,1.184474597,20.36956379,41.30315154,6.426752799,0.493172144,0.695365913,28.89515988,2.418545835,0,0,1,0,0,0,0.125725,0.354577213,1,0,0.354577213,3.820260195,3.26435,72.11849672,1.806751228,0.0452637,0.685993,49.47285151,16.1554985,0.807766,0.898758032,1,0,0.898758032,2.112646524
0.51,168.427,0,0.763701,2.627092349,1.620830759,0.290702,0.132079,0.585155635,1.766210382,14.8642,36.04840665,6.004032533,0.41234,0.287717,10.66311787,1.717369107,17.851,53.7064393,7.328467732,0.332381,0.0429726,3.355556624,1.187975835,19.54498439,40.37439071,6.354084569,0.484093606,0.700753839,28.45922843,2.456088573,0,0,1,0,0,0,0.125725,0.354577213,1,0,0.354577213,3.820260195,3.07712,67.98206952,1.754172169,0.0452637,0.746376,50.74024724,17.48952502,0.369817,0.608125809,1,0,0.608125809,2.644396578
0.52,159.194,0,0.720013,2.468926379,1.571281763,0.29163,0.132531,0.563065987,1.782021973,15.8577,32.7111267,5.719364186,0.48478,0.346664,11.67381172,1.736160459,15.261,47.80670566,6.91423934,0.319223,0.0431934,3.022518038,1.198055045,15.85595232,33.36815361,5.77651743,0.47518219,0.705986103,23.71683043,2.495768273,0,0,1,0,0,0,0.125725,0.354577213,1,0,0.354577213,3.820260195,2.66516,58.88073666,1.632531776,0.0452637,0.74893,44.09761202,17.54595297,0.369817,0.608125809,1,0,0.608125809,2.644396578
0.53,151.547,0,0.769809,2.468927097,1.571281992,0.311799,0.139794,0.59928968,1.778491392,16.3463,27.88528791,5.280652224,0.586198,0.433011,12.46511182,1.762564728,13.3336,43.17428246,6.570713999,0.308832,0.0437355,2.771881311,1.207886941,13.58690021,29.129258,5.397152767,0.46643482,0.711065746,20.8652394,2.535687985,0,0,1,0,0,0,0.125725,0.354577213,1,0,0.354577213,3.820260195,2.12429,50.9035098,1.457494425,0.0417317,0.789974,40.21249525,19.92985197,0.369817,0.608125809,1,0,0.608125809,2.644396578
0.54,145.79,0,0.551629,2.090430229,1.445832019,0.263883,0.12789,0.465874371,1.844542928,15.9122,25.26058782,5.025991227,0.629922,0.471568,12.32563227,1.774602649,10.9245,38.19114275,6.17989828,0.286048,0.0438071,2.433927886,1.222795358,11.64971304,25.44447272,5.044251453,0.457848475,0.715995753,18.36393815,2.576342532,0,0,1,0,0,0,0.125725,0.354577213,1,0,0.354577213,3.820260195,1.65937,47.7154047,1.288165362,0.0347764,0.722705,34.48419065,21.78149578,0.369817,0.608125809,1,0,0.608125809,2.644396578
0.55,139.811,0,0.403816,1.341982653,1.158439749,0.30091,0.147347,0.40076457,1.992443513,13.088,19.90231322,4.461200872,0.657612,0.496391,10.30572513,1.787417874,8.89036,34.75335499,5.895197621,0.255813,0.0423939,2.108310154,1.237145645,10.37265699,23.0800867,4.804173883,0.449420192,0.720779052,16.77516914,2.617249,0,0,1,0,0,0,0.0695258,0.263677454,1,0,0.263677454,4.79251234,1.57886,45.40032896,1.25652696,0.0347764,0.832655,37.80283616,24.94312109,0.369817,0.608125809,1,0,0.608125809,2.644396578
0.56,132.496,0,0.403816,1.341982653,1.158439749,0.30091,0.147347,0.40076457,1.992443513,16.4674,19.11939375,4.372572898,0.861293,0.688296,13.68808428,1.831223161,8.24913,33.0150084,5.745868812,0.24986,0.0427646,2.01358257,1.244096356,8.284337052,18.77908254,4.33348388,0.44114706,0.725418517,13.7561771,2.660504276,0,0,1,0,0,0,0.0695258,0.263677454,1,0,0.263677454,4.79251234,1.35857,39.06586076,1.16557711,0.0347764,0.832655,32.52840954,24.94312368,0.369817,0.608125809,1,0,0.608125809,2.644396578
0.57,125.431,0,0.25633,1.064811738,1.031897155,0.240728,0.129586,0.284157674,2.10856191,16.5131,18.27515378,4.274944886,0.903582,0.730127,13.89105748,1.841214398,6.89085,26.73981374,5.171055379,0.2577,0.044667,1.789506349,1.259693122,7.245051312,16.73120683,4.09037979,0.433026224,0.72991697,12.3401706,2.703255101,0,0,1,0,0,0,0.0695258,0.263677454,1,0,0.263677454,4.79251234,1.00791,36.22825841,1.00394721,0.0278211,0.732291,26.52964228,27.32143969,0.369817,0.608125809,1,0,0.608125809,2.644396578
0.58,110.993,0,0.192271,0.798706424,0.893703767,0.240728,0.129586,0.238741504,2.241692734,16.3903,17.49250259,4.182403925,0.93699,0.76364,13.92095667,1.849341176,5.21649,22.24515991,4.71647749,0.2345,0.0434592,1.468974377,1.281602069,0,0,0,,,0,0,0,0,1,0,0,0,0.0695258,0.263677454,1,0,0.263677454,4.79251234,0.931903,33.49626722,0.965351231,0.0278211,0.732291,24.52902972,27.32144088,0.369817,0.608125809,1,0,0.608125809,2.644396578
0.59,103.041,0,0.198959,0.798704948,0.893702942,0.249102,0.134414,0.247157111,2.242251474,16.544,16.47808765,4.059321082,1.004,0.832088,14.30411487,1.864610425,4.28453,18.84552452,4.341143227,0.22735,0.0438018,1.286656575,1.300302851,0,0,0,0,,0,0,0,0,1,0,0,0,0.0695258,0.263677454,1,0,0.263677454,4.79251234,0.819894,29.47022224,0.905479983,0.0278211,0.759571,22.38474035,28.30199313,0,0,1,0,0,0
0.6,98.0075,0,0.0929362,0.471211998,0.686448832,0.197228,0.121064,0.146914803,2.580813536,16.7419,15.95195899,3.993990359,1.04952,0.879502,14.64259817,1.87460791,4.00317,17.79724539,4.218678157,0.224932,0.0445514,1.236575543,1.308899083,0,0,0,0,,0,0,0,0,1,0,0,0,0.0695258,0.263677454,1,0,0.263677454,4.79251234,0.555545,26.62466812,0.745348912,0.0208658,0.684132,18.21479409,33.78725232,0,0,1,0,0,0
0.61,91.7025,0,0.35473,0.306989987,0.554066771,1.15551,0.885992,0.695609796,2.960955645,16.3363,14.35035445,3.788186169,1.13839,0.97417,14.62971864,1.895534401,3.71527,17.22272957,4.150027659,0.215719,0.0460094,1.195560079,1.321796284,0,0,0,0,,0,0,0,0,1,0,0,0,0.0695258,0.263677454,1,0,0.263677454,4.79251234,0.479725,22.99097087,0.69262183,0.0208658,5.00674,115.1098144,240.9495845,0,0,1,0,0,0
0.62,87.0912,0,0.236488,0.306990921,0.554067614,0.770342,0.669168,0.47368503,3.002998165,15.4537,12.58875185,3.548063113,1.22758,1.05781,14.01071118,1.906625027,3.39821,15.7242276,3.96537862,0.216113,0.0478728,1.140635435,1.335657724,0,0,0,0,,0,0,0,0,1,0,0,0,0.0695258,0.263677454,1,0,0.263677454,4.79251234,0.259294,18.64002991,0.509209191,0.0139106,3.78147,70.48671424,272.8408997,0,0,1,0,0,0
0.63,79.3223,0,0.124672,0.306989961,0.554066748,0.406111,0.457378,0.265227763,3.127404413,16.2682,12.34637423,3.513740774,1.31765,1.15815,15.02983232,1.923878015,3.03303,15.00719923,3.873912651,0.202105,0.0466293,1.050083736,1.346216073,0,0,0,0,,0,0,0,0,1,0,0,0,0.0695258,0.263677454,1,0,0.263677454,4.79251234,0.125237,18.00603283,0.3538884,0.00695528,2.58464,46.53911275,372.6083326,0,0,1,0,0,0
0.64,72.6133,0,0.175942,0.30698981,0.554066612,0.57312,0.67297,0.378836832,3.153191574,14.3362,10.536675,3.246024491,1.3606,1.20692,13.46202007,1.939022898,2.59222,14.43418027,3.799234169,0.179589,0.0462728,0.954797298,1.368331893,0,0,0,0,,0,0,0,0,1,0,0,0,0.0695258,0.263677454,1,0,0.263677454,4.79251234,0.121058,17.40519433,0.347933902,0.00695528,3.80295,66.19108381,547.7716616,0,0,1,0,0,0
0.65,69.4563,0,0.175942,0.30698981,0.554066612,0.57312,0.67297,0.378836832,3.153191574,14.5954,10.1621584,3.187814047,1.43625,1.29428,13.92679402,1.954190637,2.19746,13.27714236,3.643781327,0.165507,0.0457584,0.856037864,1.389557882,0,0,0,0,,0,0,0,0,1,0,0,0,0.0695258,0.263677454,1,0,0.263677454,4.79251234,0.0960211,13.80549741,0.309872716,0.00695528,3.80295,52.50161641,547.7716617,0,0,1,0,0,0
0.66,63.7087,0,0,0,0,,,0,0,18.4419,9.663185693,3.108566501,1.90847,1.87914,19.1030407,2.035849923,1.85612,11.09834193,3.331417406,0.167243,0.0465586,0.759885523,1.409394609,0,0,0,0,,0,0,0,0,1,0,0,0,0.0695258,0.263677454,1,0,0.263677454,4.79251234,0,0,0,0,0,0,0,0,0,1,0,0,0
0.67,60.4698,0,0,0,0,,,0,0,18.5798,9.242164222,3.040092798,2.01033,2.01379,19.58953306,2.054345744,1.39002,8.619423809,2.935885524,0.161266,0.0498753,0.639510622,1.460072964,0,0,0,0,,0,0,0,0,1,0,0,0,0.0695258,0.263677454,1,0,0.263677454,4.79251234,0,0,0,0,0,0,0,0,0,1,0,0,0
0.68,55.8529,0,0,0,0,,,0,0,18.9709,8.805122231,2.967342621,2.15453,2.20932,20.47695105,2.079387433,1.34667,5.839472714,2.416500096,0.230615,0.0760841,0.712710894,1.529239453,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.69,49.7844,0,0,0,0,,,0,0,10.7906,6.833905433,2.614173948,1.57898,1.79302,12.92989621,2.198255538,1.07424,4.555068396,2.13426062,0.235834,0.0814783,0.625369206,1.582150363,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7,39.5679,0,0,0,0,,,0,0,6.82551,4.003748284,2.000936852,1.70478,1.98253,8.639485527,2.265764101,0.561944,2.398016532,1.548553045,0.234337,0.0845393,0.415670977,1.73970178,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.71,32.9975,0,0,0,0,,,0,0,3.59805,3.627125034,1.904501256,0.991984,1.40006,5.418233004,2.505880408,0.444337,2.065761334,1.437275664,0.215096,0.0862479,0.356817596,1.803033724,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.72,27.0854,0,0,0,0,,,0,0,3.48849,3.225752462,1.79603799,1.08145,1.56023,5.394707462,2.546430536,0.726194,1.789686667,1.337791713,0.405766,0.145056,0.601713787,1.828585456,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.73,19.6989,0,0,0,0,,,0,0,2.78919,2.297880228,1.51587606,1.21381,1.80602,4.539624787,2.627578181,1.07399,1.46807388,1.211640986,0.731564,0.320886,1.003799228,1.934644855,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.74,16.0931,0,0,0,0,,,0,0,9.54989,1.847266981,1.359142002,5.16974,12.8411,24.7397139,3.590575797,0.592616,1.231809168,1.109868987,0.481094,0.26184,0.623806109,2.05263123,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.75,10.897,0,0,0,0,,,0,0,9.85871,1.433464582,1.197273812,6.87754,19.3032,28.86966696,3.928341229,0.631658,1.13127373,1.063613525,0.55836,0.348513,0.712836832,2.128517064,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.76,6.74805,0,0,0,0,,,0,0,10.8411,1.205413135,1.097913082,8.99368,28.4315,35.66582464,4.289871382,0.379394,0.51989443,0.721037052,0.729752,0.554123,0.599880624,2.581154747,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.77,4.14048,0,0,0,0,,,0,0,5.75635,0.522444886,0.722803491,11.0181,38.1966,21.48605928,4.73258389,0.244791,0.322655096,0.568027372,0.758677,0.711434,0.488271949,2.994648289,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.78,1.69335,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0445951,0.070113893,0.26479028,0.636038,0.813542,0.17781397,4.987298375,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,,,,,
